,Fullnames
1073,Faersashi Nyombukmul
1074,Faersashi Onxidelith
1075,Faersashi Pekkan
1076,Faersashi Drakula
1077,Faersashi Rasbor
1078,Faersashi Thiaruc
1079,Faersashi Zorhadur
1080,Goraxan Axor
1081,Goraxan Arseth
1082,Goraxan Certhejaal
1083,Goraxan Crixekmer
1084,Goraxan Clerrhon
1085,Goraxan Craldesuudul
1086,Goraxan Crancar
1087,Goraxan Dustec
1088,Goraxan Driacul
1089,Goraxan Drarnok
1090,Goraxan Dimpeadulus
1091,Goraxan Erbil
1092,Goraxan Embiacnirgir
1093,Goraxan Folmac
1094,Goraxan Gaarthar
1095,Goraxan Gul
1096,Goraxan Gheprax
1097,Goraxan Gorthostardush
1098,Goraxan Iccuuc
1099,Goraxan Iccecuk
1100,Goraxan Klasteash
1101,Goraxan Krephuarid
1102,Goraxan Krialras
1103,Goraxan Klealkiar
1104,Goraxan Lualrur
1105,Goraxan Lormorn
1106,Goraxan Maccal
1107,Goraxan Myemrik
1108,Goraxan Narnajir
1109,Goraxan Nemmiashkmek
1110,Goraxan Oyal
1111,Goraxan Polat
1112,Goraxan Prikul Uulkirerraan
1113,Goraxan Rhoziros
1114,Goraxan Trouwunax
1115,Goraxan Zorskan
1116,Goraxan Amreashtur
1117,Goraxan Althadin
1118,Goraxan Cralthud
1119,Goraxan Celrun
1120,Goraxan Crincacmir
1121,Goraxan Claammedamuur
1122,Goraxan Cloldrajur
1123,Goraxan Dompin
1124,Goraxan Deldriak
1125,Goraxan Delmokmidoc
1126,Goraxan Durskan
1127,Goraxan Ernanthijar
1128,Goraxan Enkenthuad
1129,Goraxan Faaldintharrun
1130,Goraxan Gearthashkmec
1131,Goraxan Gilxekilluc
1132,Goraxan Grekris
1133,Goraxan Genxel
1134,Goraxan Ildad
1135,Goraxan Iorziros
1136,Goraxan Kricetol
1137,Goraxan Kiphir
1138,Goraxan Kliphith
1139,Goraxan Klichuuth
1140,Goraxan Lili
1141,Goraxan Lumitrin
1142,Goraxan Merdijad
1143,Goraxan Malxaan
1144,Goraxan Nyuuldus
1145,Goraxan Narjun
1146,Goraxan Oldak
1147,Goraxan Pruncenshtor
1148,Goraxan Premphal
1149,Goraxan Rasxiros
1150,Goraxan Tolin
1151,Goraxan Zorvroth
1152,Goraxan Amruajad
1153,Goraxan Aksu
1154,Goraxan Carek
1155,Goraxan Camphik
1156,Goraxan Creastatorrun
1157,Goraxan Cechikel
1158,Goraxan Cemtun
1159,Goraxan Dialruc
1160,Goraxan Dilrir
1161,Goraxan Diltheth
1162,Goraxan Demir
1163,Goraxan Enxendrek
1164,Goraxan Erostumak
1165,Goraxan Foldraankonid
1166,Goraxan Gamticosh
1167,Goraxan Gomec
1168,Goraxan Ghejhan
1169,Goraxan Greroth
1170,Goraxan Irnealas
1171,Goraxan Iorkul
1172,Goraxan Klinxankiar
1173,Goraxan Karrhish
1174,Goraxan Kluapor
1175,Goraxan Kruamrith
1176,Goraxan Liltutes
1177,Goraxan Lorfras
1178,Goraxan Mempal
1179,Goraxan Myimrin
1180,Goraxan Numbucmid
1181,Goraxan Nyombukmul
1182,Goraxan Onxidelith
1183,Goraxan Pekkan
1184,Goraxan Drakula
1185,Goraxan Rasbor
1186,Goraxan Thiaruc
1187,Goraxan Zorhadur
1188,Goralin Axor
1189,Goralin Arseth
1190,Goralin Certhejaal
1191,Goralin Crixekmer
1192,Goralin Clerrhon
1193,Goralin Craldesuudul
1194,Goralin Crancar
1195,Goralin Dustec
1196,Goralin Driacul
1197,Goralin Drarnok
1198,Goralin Dimpeadulus
1199,Goralin Erbil
1200,Goralin Embiacnirgir
1201,Goralin Folmac
1202,Goralin Gaarthar
1203,Goralin Gul
1204,Goralin Gheprax
1205,Goralin Gorthostardush
1206,Goralin Iccuuc
1207,Goralin Iccecuk
1208,Goralin Klasteash
1209,Goralin Krephuarid
1210,Goralin Krialras
1211,Goralin Klealkiar
1212,Goralin Lualrur
1213,Goralin Lormorn
1214,Goralin Maccal
1215,Goralin Myemrik
1216,Goralin Narnajir
1217,Goralin Nemmiashkmek
1218,Goralin Oyal
1219,Goralin Polat
1220,Goralin Prikul Uulkirerraan
1221,Goralin Rhoziros
1222,Goralin Trouwunax
1223,Goralin Zorskan
1224,Goralin Amreashtur
1225,Goralin Althadin
1226,Goralin Cralthud
1227,Goralin Celrun
1228,Goralin Crincacmir
1229,Goralin Claammedamuur
1230,Goralin Cloldrajur
1231,Goralin Dompin
1232,Goralin Deldriak
1233,Goralin Delmokmidoc
1234,Goralin Durskan
1235,Goralin Ernanthijar
1236,Goralin Enkenthuad
1237,Goralin Faaldintharrun
1238,Goralin Gearthashkmec
1239,Goralin Gilxekilluc
1240,Goralin Grekris
1241,Goralin Genxel
1242,Goralin Ildad
1243,Goralin Iorziros
1244,Goralin Kricetol
1245,Goralin Kiphir
1246,Goralin Kliphith
1247,Goralin Klichuuth
1248,Goralin Lili
1249,Goralin Lumitrin
1250,Goralin Merdijad
1251,Goralin Malxaan
1252,Goralin Nyuuldus
1253,Goralin Narjun
1254,Goralin Oldak
1255,Goralin Pruncenshtor
1256,Goralin Premphal
1257,Goralin Rasxiros
1258,Goralin Tolin
1259,Goralin Zorvroth
1260,Goralin Amruajad
1261,Goralin Aksu
1262,Goralin Carek
1263,Goralin Camphik
1264,Goralin Creastatorrun
1265,Goralin Cechikel
1266,Goralin Cemtun
1267,Goralin Dialruc
1268,Goralin Dilrir
1269,Goralin Diltheth
1270,Goralin Demir
1271,Goralin Enxendrek
1272,Goralin Erostumak
1273,Goralin Foldraankonid
1274,Goralin Gamticosh
1275,Goralin Gomec
1276,Goralin Ghejhan
1277,Goralin Greroth
1278,Goralin Irnealas
1279,Goralin Iorkul
1280,Goralin Klinxankiar
1281,Goralin Karrhish
1282,Goralin Kluapor
1283,Goralin Kruamrith
1284,Goralin Liltutes
1285,Goralin Lorfras
1286,Goralin Mempal
1287,Goralin Myimrin
1288,Goralin Numbucmid
1289,Goralin Nyombukmul
1290,Goralin Onxidelith
1291,Goralin Pekkan
1292,Goralin Drakula
1293,Goralin Rasbor
1294,Goralin Thiaruc
1295,Goralin Zorhadur
1296,Hixan Axor
1297,Hixan Arseth
1298,Hixan Certhejaal
1299,Hixan Crixekmer
1300,Hixan Clerrhon
1301,Hixan Craldesuudul
1302,Hixan Crancar
1303,Hixan Dustec
1304,Hixan Driacul
1305,Hixan Drarnok
1306,Hixan Dimpeadulus
1307,Hixan Erbil
1308,Hixan Embiacnirgir
1309,Hixan Folmac
1310,Hixan Gaarthar
1311,Hixan Gul
1312,Hixan Gheprax
1313,Hixan Gorthostardush
1314,Hixan Iccuuc
1315,Hixan Iccecuk
1316,Hixan Klasteash
1317,Hixan Krephuarid
1318,Hixan Krialras
1319,Hixan Klealkiar
1320,Hixan Lualrur
1321,Hixan Lormorn
1322,Hixan Maccal
1323,Hixan Myemrik
1324,Hixan Narnajir
1325,Hixan Nemmiashkmek
1326,Hixan Oyal
1327,Hixan Polat
1328,Hixan Prikul Uulkirerraan
1329,Hixan Rhoziros
1330,Hixan Trouwunax
1331,Hixan Zorskan
1332,Hixan Amreashtur
1333,Hixan Althadin
1334,Hixan Cralthud
1335,Hixan Celrun
1336,Hixan Crincacmir
1337,Hixan Claammedamuur
1338,Hixan Cloldrajur
1339,Hixan Dompin
1340,Hixan Deldriak
1341,Hixan Delmokmidoc
1342,Hixan Durskan
1343,Hixan Ernanthijar
1344,Hixan Enkenthuad
1345,Hixan Faaldintharrun
1346,Hixan Gearthashkmec
1347,Hixan Gilxekilluc
1348,Hixan Grekris
1349,Hixan Genxel
1350,Hixan Ildad
1351,Hixan Iorziros
1352,Hixan Kricetol
1353,Hixan Kiphir
1354,Hixan Kliphith
1355,Hixan Klichuuth
1356,Hixan Lili
1357,Hixan Lumitrin
1358,Hixan Merdijad
1359,Hixan Malxaan
1360,Hixan Nyuuldus
1361,Hixan Narjun
1362,Hixan Oldak
1363,Hixan Pruncenshtor
1364,Hixan Premphal
1365,Hixan Rasxiros
1366,Hixan Tolin
1367,Hixan Zorvroth
1368,Hixan Amruajad
1369,Hixan Aksu
1370,Hixan Carek
1371,Hixan Camphik
1372,Hixan Creastatorrun
1373,Hixan Cechikel
1374,Hixan Cemtun
1375,Hixan Dialruc
1376,Hixan Dilrir
1377,Hixan Diltheth
1378,Hixan Demir
1379,Hixan Enxendrek
1380,Hixan Erostumak
1381,Hixan Foldraankonid
1382,Hixan Gamticosh
1383,Hixan Gomec
1384,Hixan Ghejhan
1385,Hixan Greroth
1386,Hixan Irnealas
1387,Hixan Iorkul
1388,Hixan Klinxankiar
1389,Hixan Karrhish
1390,Hixan Kluapor
1391,Hixan Kruamrith
1392,Hixan Liltutes
1393,Hixan Lorfras
1394,Hixan Mempal
1395,Hixan Myimrin
1396,Hixan Numbucmid
1397,Hixan Nyombukmul
1398,Hixan Onxidelith
1399,Hixan Pekkan
1400,Hixan Drakula
1401,Hixan Rasbor
1402,Hixan Thiaruc
1403,Hixan Zorhadur
1404,Iorfarn Axor
1405,Iorfarn Arseth
1406,Iorfarn Certhejaal
1407,Iorfarn Crixekmer
1408,Iorfarn Clerrhon
1409,Iorfarn Craldesuudul
1410,Iorfarn Crancar
1411,Iorfarn Dustec
1412,Iorfarn Driacul
1413,Iorfarn Drarnok
1414,Iorfarn Dimpeadulus
1415,Iorfarn Erbil
1416,Iorfarn Embiacnirgir
1417,Iorfarn Folmac
1418,Iorfarn Gaarthar
1419,Iorfarn Gul
1420,Iorfarn Gheprax
1421,Iorfarn Gorthostardush
1422,Iorfarn Iccuuc
1423,Iorfarn Iccecuk
1424,Iorfarn Klasteash
1425,Iorfarn Krephuarid
1426,Iorfarn Krialras
1427,Iorfarn Klealkiar
1428,Iorfarn Lualrur
1429,Iorfarn Lormorn
1430,Iorfarn Maccal
1431,Iorfarn Myemrik
1432,Iorfarn Narnajir
1433,Iorfarn Nemmiashkmek
1434,Iorfarn Oyal
1435,Iorfarn Polat
1436,Iorfarn Prikul Uulkirerraan
1437,Iorfarn Rhoziros
1438,Iorfarn Trouwunax
1439,Iorfarn Zorskan
1440,Iorfarn Amreashtur
1441,Iorfarn Althadin
1442,Iorfarn Cralthud
1443,Iorfarn Celrun
1444,Iorfarn Crincacmir
1445,Iorfarn Claammedamuur
1446,Iorfarn Cloldrajur
1447,Iorfarn Dompin
1448,Iorfarn Deldriak
1449,Iorfarn Delmokmidoc
1450,Iorfarn Durskan
1451,Iorfarn Ernanthijar
1452,Iorfarn Enkenthuad
1453,Iorfarn Faaldintharrun
1454,Iorfarn Gearthashkmec
1455,Iorfarn Gilxekilluc
1456,Iorfarn Grekris
1457,Iorfarn Genxel
1458,Iorfarn Ildad
1459,Iorfarn Iorziros
1460,Iorfarn Kricetol
1461,Iorfarn Kiphir
1462,Iorfarn Kliphith
1463,Iorfarn Klichuuth
1464,Iorfarn Lili
1465,Iorfarn Lumitrin
1466,Iorfarn Merdijad
1467,Iorfarn Malxaan
1468,Iorfarn Nyuuldus
1469,Iorfarn Narjun
1470,Iorfarn Oldak
1471,Iorfarn Pruncenshtor
1472,Iorfarn Premphal
1473,Iorfarn Rasxiros
1474,Iorfarn Tolin
1475,Iorfarn Zorvroth
1476,Iorfarn Amruajad
1477,Iorfarn Aksu
1478,Iorfarn Carek
1479,Iorfarn Camphik
1480,Iorfarn Creastatorrun
1481,Iorfarn Cechikel
1482,Iorfarn Cemtun
1483,Iorfarn Dialruc
1484,Iorfarn Dilrir
1485,Iorfarn Diltheth
1486,Iorfarn Demir
1487,Iorfarn Enxendrek
1488,Iorfarn Erostumak
1489,Iorfarn Foldraankonid
1490,Iorfarn Gamticosh
1491,Iorfarn Gomec
1492,Iorfarn Ghejhan
1493,Iorfarn Greroth
1494,Iorfarn Irnealas
1495,Iorfarn Iorkul
1496,Iorfarn Klinxankiar
1497,Iorfarn Karrhish
1498,Iorfarn Kluapor
1499,Iorfarn Kruamrith
1500,Iorfarn Liltutes
1501,Iorfarn Lorfras
1502,Iorfarn Mempal
1503,Iorfarn Myimrin
1504,Iorfarn Numbucmid
1505,Iorfarn Nyombukmul
1506,Iorfarn Onxidelith
1507,Iorfarn Pekkan
1508,Iorfarn Drakula
1509,Iorfarn Rasbor
1510,Iorfarn Thiaruc
1511,Iorfarn Zorhadur
1512,Jaryax Axor
1513,Jaryax Arseth
1514,Jaryax Certhejaal
1515,Jaryax Crixekmer
1516,Jaryax Clerrhon
1517,Jaryax Craldesuudul
1518,Jaryax Crancar
1519,Jaryax Dustec
1520,Jaryax Driacul
1521,Jaryax Drarnok
1522,Jaryax Dimpeadulus
1523,Jaryax Erbil
1524,Jaryax Embiacnirgir
1525,Jaryax Folmac
1526,Jaryax Gaarthar
1527,Jaryax Gul
1528,Jaryax Gheprax
1529,Jaryax Gorthostardush
1530,Jaryax Iccuuc
1531,Jaryax Iccecuk
1532,Jaryax Klasteash
1533,Jaryax Krephuarid
1534,Jaryax Krialras
1535,Jaryax Klealkiar
1536,Jaryax Lualrur
1537,Jaryax Lormorn
1538,Jaryax Maccal
1539,Jaryax Myemrik
1540,Jaryax Narnajir
1541,Jaryax Nemmiashkmek
1542,Jaryax Oyal
1543,Jaryax Polat
1544,Jaryax Prikul Uulkirerraan
1545,Jaryax Rhoziros
1546,Jaryax Trouwunax
1547,Jaryax Zorskan
1548,Jaryax Amreashtur
1549,Jaryax Althadin
1550,Jaryax Cralthud
1551,Jaryax Celrun
1552,Jaryax Crincacmir
1553,Jaryax Claammedamuur
1554,Jaryax Cloldrajur
1555,Jaryax Dompin
1556,Jaryax Deldriak
1557,Jaryax Delmokmidoc
1558,Jaryax Durskan
1559,Jaryax Ernanthijar
1560,Jaryax Enkenthuad
1561,Jaryax Faaldintharrun
1562,Jaryax Gearthashkmec
1563,Jaryax Gilxekilluc
1564,Jaryax Grekris
1565,Jaryax Genxel
1566,Jaryax Ildad
1567,Jaryax Iorziros
1568,Jaryax Kricetol
1569,Jaryax Kiphir
1570,Jaryax Kliphith
1571,Jaryax Klichuuth
1572,Jaryax Lili
1573,Jaryax Lumitrin
1574,Jaryax Merdijad
1575,Jaryax Malxaan
1576,Jaryax Nyuuldus
1577,Jaryax Narjun
1578,Jaryax Oldak
1579,Jaryax Pruncenshtor
1580,Jaryax Premphal
1581,Jaryax Rasxiros
1582,Jaryax Tolin
1583,Jaryax Zorvroth
1584,Jaryax Amruajad
1585,Jaryax Aksu
1586,Jaryax Carek
1587,Jaryax Camphik
1588,Jaryax Creastatorrun
1589,Jaryax Cechikel
1590,Jaryax Cemtun
1591,Jaryax Dialruc
1592,Jaryax Dilrir
1593,Jaryax Diltheth
1594,Jaryax Demir
1595,Jaryax Enxendrek
1596,Jaryax Erostumak
1597,Jaryax Foldraankonid
1598,Jaryax Gamticosh
1599,Jaryax Gomec
1600,Jaryax Ghejhan
1601,Jaryax Greroth
1602,Jaryax Irnealas
1603,Jaryax Iorkul
1604,Jaryax Klinxankiar
1605,Jaryax Karrhish
1606,Jaryax Kluapor
1607,Jaryax Kruamrith
1608,Jaryax Liltutes
1609,Jaryax Lorfras
1610,Jaryax Mempal
1611,Jaryax Myimrin
1612,Jaryax Numbucmid
1613,Jaryax Nyombukmul
1614,Jaryax Onxidelith
1615,Jaryax Pekkan
1616,Jaryax Drakula
1617,Jaryax Rasbor
1618,Jaryax Thiaruc
1619,Jaryax Zorhadur
1620,Krivjhan Axor
1621,Krivjhan Arseth
1622,Krivjhan Certhejaal
1623,Krivjhan Crixekmer
1624,Krivjhan Clerrhon
1625,Krivjhan Craldesuudul
1626,Krivjhan Crancar
1627,Krivjhan Dustec
1628,Krivjhan Driacul
1629,Krivjhan Drarnok
1630,Krivjhan Dimpeadulus
1631,Krivjhan Erbil
1632,Krivjhan Embiacnirgir
1633,Krivjhan Folmac
1634,Krivjhan Gaarthar
1635,Krivjhan Gul
1636,Krivjhan Gheprax
1637,Krivjhan Gorthostardush
1638,Krivjhan Iccuuc
1639,Krivjhan Iccecuk
1640,Krivjhan Klasteash
1641,Krivjhan Krephuarid
1642,Krivjhan Krialras
1643,Krivjhan Klealkiar
1644,Krivjhan Lualrur
1645,Krivjhan Lormorn
1646,Krivjhan Maccal
1647,Krivjhan Myemrik
1648,Krivjhan Narnajir
1649,Krivjhan Nemmiashkmek
1650,Krivjhan Oyal
1651,Krivjhan Polat
1652,Krivjhan Prikul Uulkirerraan
1653,Krivjhan Rhoziros
1654,Krivjhan Trouwunax
1655,Krivjhan Zorskan
1656,Krivjhan Amreashtur
1657,Krivjhan Althadin
1658,Krivjhan Cralthud
1659,Krivjhan Celrun
1660,Krivjhan Crincacmir
1661,Krivjhan Claammedamuur
1662,Krivjhan Cloldrajur
1663,Krivjhan Dompin
1664,Krivjhan Deldriak
1665,Krivjhan Delmokmidoc
1666,Krivjhan Durskan
1667,Krivjhan Ernanthijar
1668,Krivjhan Enkenthuad
1669,Krivjhan Faaldintharrun
1670,Krivjhan Gearthashkmec
1671,Krivjhan Gilxekilluc
1672,Krivjhan Grekris
1673,Krivjhan Genxel
1674,Krivjhan Ildad
1675,Krivjhan Iorziros
1676,Krivjhan Kricetol
1677,Krivjhan Kiphir
1678,Krivjhan Kliphith
1679,Krivjhan Klichuuth
1680,Krivjhan Lili
1681,Krivjhan Lumitrin
1682,Krivjhan Merdijad
1683,Krivjhan Malxaan
1684,Krivjhan Nyuuldus
1685,Krivjhan Narjun
1686,Krivjhan Oldak
1687,Krivjhan Pruncenshtor
1688,Krivjhan Premphal
1689,Krivjhan Rasxiros
1690,Krivjhan Tolin
1691,Krivjhan Zorvroth
1692,Krivjhan Amruajad
1693,Krivjhan Aksu
1694,Krivjhan Carek
1695,Krivjhan Camphik
1696,Krivjhan Creastatorrun
1697,Krivjhan Cechikel
1698,Krivjhan Cemtun
1699,Krivjhan Dialruc
1700,Krivjhan Dilrir
1701,Krivjhan Diltheth
1702,Krivjhan Demir
1703,Krivjhan Enxendrek
1704,Krivjhan Erostumak
1705,Krivjhan Foldraankonid
1706,Krivjhan Gamticosh
1707,Krivjhan Gomec
1708,Krivjhan Ghejhan
1709,Krivjhan Greroth
1710,Krivjhan Irnealas
1711,Krivjhan Iorkul
1712,Krivjhan Klinxankiar
1713,Krivjhan Karrhish
1714,Krivjhan Kluapor
1715,Krivjhan Kruamrith
1716,Krivjhan Liltutes
1717,Krivjhan Lorfras
1718,Krivjhan Mempal
1719,Krivjhan Myimrin
1720,Krivjhan Numbucmid
1721,Krivjhan Nyombukmul
1722,Krivjhan Onxidelith
1723,Krivjhan Pekkan
1724,Krivjhan Drakula
1725,Krivjhan Rasbor
1726,Krivjhan Thiaruc
1727,Krivjhan Zorhadur
1728,Kilskan Axor
1729,Kilskan Arseth
1730,Kilskan Certhejaal
1731,Kilskan Crixekmer
1732,Kilskan Clerrhon
1733,Kilskan Craldesuudul
1734,Kilskan Crancar
1735,Kilskan Dustec
1736,Kilskan Driacul
1737,Kilskan Drarnok
1738,Kilskan Dimpeadulus
1739,Kilskan Erbil
1740,Kilskan Embiacnirgir
1741,Kilskan Folmac
1742,Kilskan Gaarthar
1743,Kilskan Gul
1744,Kilskan Gheprax
1745,Kilskan Gorthostardush
1746,Kilskan Iccuuc
1747,Kilskan Iccecuk
1748,Kilskan Klasteash
1749,Kilskan Krephuarid
1750,Kilskan Krialras
1751,Kilskan Klealkiar
1752,Kilskan Lualrur
1753,Kilskan Lormorn
1754,Kilskan Maccal
1755,Kilskan Myemrik
1756,Kilskan Narnajir
1757,Kilskan Nemmiashkmek
1758,Kilskan Oyal
1759,Kilskan Polat
1760,Kilskan Prikul Uulkirerraan
1761,Kilskan Rhoziros
1762,Kilskan Trouwunax
1763,Kilskan Zorskan
1764,Kilskan Amreashtur
1765,Kilskan Althadin
1766,Kilskan Cralthud
1767,Kilskan Celrun
1768,Kilskan Crincacmir
1769,Kilskan Claammedamuur
1770,Kilskan Cloldrajur
1771,Kilskan Dompin
1772,Kilskan Deldriak
1773,Kilskan Delmokmidoc
1774,Kilskan Durskan
1775,Kilskan Ernanthijar
1776,Kilskan Enkenthuad
1777,Kilskan Faaldintharrun
1778,Kilskan Gearthashkmec
1779,Kilskan Gilxekilluc
1780,Kilskan Grekris
1781,Kilskan Genxel
1782,Kilskan Ildad
1783,Kilskan Iorziros
1784,Kilskan Kricetol
1785,Kilskan Kiphir
1786,Kilskan Kliphith
1787,Kilskan Klichuuth
1788,Kilskan Lili
1789,Kilskan Lumitrin
1790,Kilskan Merdijad
1791,Kilskan Malxaan
1792,Kilskan Nyuuldus
1793,Kilskan Narjun
1794,Kilskan Oldak
1795,Kilskan Pruncenshtor
1796,Kilskan Premphal
1797,Kilskan Rasxiros
1798,Kilskan Tolin
1799,Kilskan Zorvroth
1800,Kilskan Amruajad
1801,Kilskan Aksu
1802,Kilskan Carek
1803,Kilskan Camphik
1804,Kilskan Creastatorrun
1805,Kilskan Cechikel
1806,Kilskan Cemtun
1807,Kilskan Dialruc
1808,Kilskan Dilrir
1809,Kilskan Diltheth
1810,Kilskan Demir
1811,Kilskan Enxendrek
1812,Kilskan Erostumak
1813,Kilskan Foldraankonid
1814,Kilskan Gamticosh
1815,Kilskan Gomec
1816,Kilskan Ghejhan
1817,Kilskan Greroth
1818,Kilskan Irnealas
1819,Kilskan Iorkul
1820,Kilskan Klinxankiar
1821,Kilskan Karrhish
1822,Kilskan Kluapor
1823,Kilskan Kruamrith
1824,Kilskan Liltutes
1825,Kilskan Lorfras
1826,Kilskan Mempal
1827,Kilskan Myimrin
1828,Kilskan Numbucmid
1829,Kilskan Nyombukmul
1830,Kilskan Onxidelith
1831,Kilskan Pekkan
1832,Kilskan Drakula
1833,Kilskan Rasbor
1834,Kilskan Thiaruc
1835,Kilskan Zorhadur
1836,Lumiskan Axor
1837,Lumiskan Arseth
1838,Lumiskan Certhejaal
1839,Lumiskan Crixekmer
1840,Lumiskan Clerrhon
1841,Lumiskan Craldesuudul
1842,Lumiskan Crancar
1843,Lumiskan Dustec
1844,Lumiskan Driacul
1845,Lumiskan Drarnok
1846,Lumiskan Dimpeadulus
1847,Lumiskan Erbil
1848,Lumiskan Embiacnirgir
1849,Lumiskan Folmac
1850,Lumiskan Gaarthar
1851,Lumiskan Gul
1852,Lumiskan Gheprax
1853,Lumiskan Gorthostardush
1854,Lumiskan Iccuuc
1855,Lumiskan Iccecuk
1856,Lumiskan Klasteash
1857,Lumiskan Krephuarid
1858,Lumiskan Krialras
1859,Lumiskan Klealkiar
1860,Lumiskan Lualrur
1861,Lumiskan Lormorn
1862,Lumiskan Maccal
1863,Lumiskan Myemrik
1864,Lumiskan Narnajir
1865,Lumiskan Nemmiashkmek
1866,Lumiskan Oyal
1867,Lumiskan Polat
1868,Lumiskan Prikul Uulkirerraan
1869,Lumiskan Rhoziros
1870,Lumiskan Trouwunax
1871,Lumiskan Zorskan
1872,Lumiskan Amreashtur
1873,Lumiskan Althadin
1874,Lumiskan Cralthud
1875,Lumiskan Celrun
1876,Lumiskan Crincacmir
1877,Lumiskan Claammedamuur
1878,Lumiskan Cloldrajur
1879,Lumiskan Dompin
1880,Lumiskan Deldriak
1881,Lumiskan Delmokmidoc
1882,Lumiskan Durskan
1883,Lumiskan Ernanthijar
1884,Lumiskan Enkenthuad
1885,Lumiskan Faaldintharrun
1886,Lumiskan Gearthashkmec
1887,Lumiskan Gilxekilluc
1888,Lumiskan Grekris
1889,Lumiskan Genxel
1890,Lumiskan Ildad
1891,Lumiskan Iorziros
1892,Lumiskan Kricetol
1893,Lumiskan Kiphir
1894,Lumiskan Kliphith
1895,Lumiskan Klichuuth
1896,Lumiskan Lili
1897,Lumiskan Lumitrin
1898,Lumiskan Merdijad
1899,Lumiskan Malxaan
1900,Lumiskan Nyuuldus
1901,Lumiskan Narjun
1902,Lumiskan Oldak
1903,Lumiskan Pruncenshtor
1904,Lumiskan Premphal
1905,Lumiskan Rasxiros
1906,Lumiskan Tolin
1907,Lumiskan Zorvroth
1908,Lumiskan Amruajad
1909,Lumiskan Aksu
1910,Lumiskan Carek
1911,Lumiskan Camphik
1912,Lumiskan Creastatorrun
1913,Lumiskan Cechikel
1914,Lumiskan Cemtun
1915,Lumiskan Dialruc
1916,Lumiskan Dilrir
1917,Lumiskan Diltheth
1918,Lumiskan Demir
1919,Lumiskan Enxendrek
1920,Lumiskan Erostumak
1921,Lumiskan Foldraankonid
1922,Lumiskan Gamticosh
1923,Lumiskan Gomec
1924,Lumiskan Ghejhan
1925,Lumiskan Greroth
1926,Lumiskan Irnealas
1927,Lumiskan Iorkul
1928,Lumiskan Klinxankiar
1929,Lumiskan Karrhish
1930,Lumiskan Kluapor
1931,Lumiskan Kruamrith
1932,Lumiskan Liltutes
1933,Lumiskan Lorfras
1934,Lumiskan Mempal
1935,Lumiskan Myimrin
1936,Lumiskan Numbucmid
1937,Lumiskan Nyombukmul
1938,Lumiskan Onxidelith
1939,Lumiskan Pekkan
1940,Lumiskan Drakula
1941,Lumiskan Rasbor
1942,Lumiskan Thiaruc
1943,Lumiskan Zorhadur
1944,Morvarax Axor
1945,Morvarax Arseth
1946,Morvarax Certhejaal
1947,Morvarax Crixekmer
1948,Morvarax Clerrhon
1949,Morvarax Craldesuudul
1950,Morvarax Crancar
1951,Morvarax Dustec
1952,Morvarax Driacul
1953,Morvarax Drarnok
1954,Morvarax Dimpeadulus
1955,Morvarax Erbil
1956,Morvarax Embiacnirgir
1957,Morvarax Folmac
1958,Morvarax Gaarthar
1959,Morvarax Gul
1960,Morvarax Gheprax
1961,Morvarax Gorthostardush
1962,Morvarax Iccuuc
1963,Morvarax Iccecuk
1964,Morvarax Klasteash
1965,Morvarax Krephuarid
1966,Morvarax Krialras
1967,Morvarax Klealkiar
1968,Morvarax Lualrur
1969,Morvarax Lormorn
1970,Morvarax Maccal
1971,Morvarax Myemrik
1972,Morvarax Narnajir
1973,Morvarax Nemmiashkmek
1974,Morvarax Oyal
1975,Morvarax Polat
1976,Morvarax Prikul Uulkirerraan
1977,Morvarax Rhoziros
1978,Morvarax Trouwunax
1979,Morvarax Zorskan
1980,Morvarax Amreashtur
1981,Morvarax Althadin
1982,Morvarax Cralthud
1983,Morvarax Celrun
1984,Morvarax Crincacmir
1985,Morvarax Claammedamuur
1986,Morvarax Cloldrajur
1987,Morvarax Dompin
1988,Morvarax Deldriak
1989,Morvarax Delmokmidoc
1990,Morvarax Durskan
1991,Morvarax Ernanthijar
1992,Morvarax Enkenthuad
1993,Morvarax Faaldintharrun
1994,Morvarax Gearthashkmec
1995,Morvarax Gilxekilluc
1996,Morvarax Grekris
1997,Morvarax Genxel
1998,Morvarax Ildad
1999,Morvarax Iorziros
2000,Morvarax Kricetol
2001,Morvarax Kiphir
2002,Morvarax Kliphith
2003,Morvarax Klichuuth
2004,Morvarax Lili
2005,Morvarax Lumitrin
2006,Morvarax Merdijad
2007,Morvarax Malxaan
2008,Morvarax Nyuuldus
2009,Morvarax Narjun
2010,Morvarax Oldak
2011,Morvarax Pruncenshtor
2012,Morvarax Premphal
2013,Morvarax Rasxiros
2014,Morvarax Tolin
2015,Morvarax Zorvroth
2016,Morvarax Amruajad
2017,Morvarax Aksu
2018,Morvarax Carek
2019,Morvarax Camphik
2020,Morvarax Creastatorrun
2021,Morvarax Cechikel
2022,Morvarax Cemtun
2023,Morvarax Dialruc
2024,Morvarax Dilrir
2025,Morvarax Diltheth
2026,Morvarax Demir
2027,Morvarax Enxendrek
2028,Morvarax Erostumak
2029,Morvarax Foldraankonid
2030,Morvarax Gamticosh
2031,Morvarax Gomec
2032,Morvarax Ghejhan
2033,Morvarax Greroth
2034,Morvarax Irnealas
2035,Morvarax Iorkul
2036,Morvarax Klinxankiar
2037,Morvarax Karrhish
2038,Morvarax Kluapor
